playlist_id,playlist_title,playlist_desc,published_at,channel_id,channel_title,item_count,thumb_default,thumb_medium,thumb_high
PLxKLMN7WdG5DPf5rTe6u1JDLRoabvksiI,❖ TRAILER PHIM HÀN QUỐC❖,20:00 Thứ 2 - Thứ 6 | 21:00 Thứ 2 - Thứ 5,2019-05-14 06:56:46.056936+00:00,UCkna2OcuN1E6u5I8GVtdkOw,Vie Channel ,5,https://i.ytimg.com/img/no_thumbnail.jpg,https://i.ytimg.com/img/no_thumbnail.jpg,https://i.ytimg.com/img/no_thumbnail.jpg
PLxKLMN7WdG5DjPyopVZd7SlQEWbl-CDN3,TV show của năm NGƯỜI ẤY LÀ AI? - Mùa 2,"TV show của năm - đề cử WeChoice 2019 - TV show được xem nhiều nhất năm 2019, nơi truy tìm Ai là Độc Thân - Ai đã Có Chủ - Ai thuộc Giới Tính Thứ 3",2019-03-22 03:39:58.379920+00:00,UCkna2OcuN1E6u5I8GVtdkOw,Vie Channel ,163,https://i.ytimg.com/vi/Ng9FUfryYHM/default.jpg,https://i.ytimg.com/vi/Ng9FUfryYHM/mqdefault.jpg,https://i.ytimg.com/vi/Ng9FUfryYHM/hqdefault.jpg
PLxKLMN7WdG5CrM0HQUKmKTT-auVrGIWyF,TV show mẹ và bé đều thích NHANH NHƯ CHỚP NHÍ - Mùa 2,Show truyền hình Việt | Thông minh - Ngộ nghĩnh - Đáng yêu dành cho mẹ & bé và mọi gia đình,2019-02-21 03:09:06.959646+00:00,UCkna2OcuN1E6u5I8GVtdkOw,Vie Channel ,128,https://i.ytimg.com/img/no_thumbnail.jpg,https://i.ytimg.com/img/no_thumbnail.jpg,https://i.ytimg.com/img/no_thumbnail.jpg
PLxKLMN7WdG5C8N-w5bL2FDup3e5fMcxN_,Phim Việt NHỮNG CÔ NÀNG ĐỘC THÂN LÀM MẸ,"Thứ 2 - Thứ 4 hàng tuần || Lúc 21:00, trên kênh truyền hình Vie GIẢITRÍ || Lúc 21:30, trên YouTube",2019-02-15 09:09:28.860481+00:00,UCkna2OcuN1E6u5I8GVtdkOw,Vie Channel ,57,https://i.ytimg.com/img/no_thumbnail.jpg,https://i.ytimg.com/img/no_thumbnail.jpg,https://i.ytimg.com/img/no_thumbnail.jpg
PLxKLMN7WdG5AjHL450_nIntKV89PIAhud,Đã phát sóng NGƯỜI ẤY LÀ AI? - Mùa 1 | Show giải trí có nhiều lượt xem đồng thời nhất trên YouTube 2018,Show truyền hình giải trí truy tìm Ai là Độc Thân - Ai đã Có Chủ - Ai thuộc Giới Tính Thứ 3,2019-02-14 02:35:12.570728+00:00,UCkna2OcuN1E6u5I8GVtdkOw,Vie Channel ,13,https://i.ytimg.com/vi/-qHXDMaHq5U/default.jpg,https://i.ytimg.com/vi/-qHXDMaHq5U/mqdefault.jpg,https://i.ytimg.com/vi/-qHXDMaHq5U/hqdefault.jpg
PLxKLMN7WdG5ArHpa8HY_khPO-fBdxhYji,Ca nhạc Tết trên Vie Channel | Xuân Canh Tý 2020,,2019-01-31 08:10:46.525838+00:00,UCkna2OcuN1E6u5I8GVtdkOw,Vie Channel ,23,https://i.ytimg.com/vi/OHkgc64W-bE/default.jpg,https://i.ytimg.com/vi/OHkgc64W-bE/mqdefault.jpg,https://i.ytimg.com/vi/OHkgc64W-bE/hqdefault.jpg
PLxKLMN7WdG5DiN1U7D2skELrXz63dCPA3,Hài Tết TỔNG HỢP | Xuân Tân Sửu Tết 2021,"Hài Tết Hoài Linh, Trấn Thành, Trường Giang, Chí Tài, Việt Hương, Bảo Quốc, Hari Won, Đại Nghĩa, Lâm Vỹ Dạ, Lê Dương Bảo Lâm, Anh Đức, Mặc Văn Khoa, Trung Dân, Bảo Chung, Lê Khánh, Ốc Thanh Vân, Anh Vũ...

#2021 #XuânTânSửu #Tết2021",2019-01-30 04:07:12.360740+00:00,UCkna2OcuN1E6u5I8GVtdkOw,Vie Channel ,24,https://i.ytimg.com/vi/lmOTFMBSeWU/default.jpg,https://i.ytimg.com/vi/lmOTFMBSeWU/mqdefault.jpg,https://i.ytimg.com/vi/lmOTFMBSeWU/hqdefault.jpg
PLxKLMN7WdG5D8X-sCYqU5MRTXKVDCp0o1,❖ SHOW HAY ❖ HÀNG GHẾ ĐẦU ❖ TRỌN BỘ FULL,,2019-01-21 03:31:17.334599+00:00,UCkna2OcuN1E6u5I8GVtdkOw,Vie Channel ,18,https://i.ytimg.com/vi/CDP10sqHe7o/default.jpg,https://i.ytimg.com/vi/CDP10sqHe7o/mqdefault.jpg,https://i.ytimg.com/vi/CDP10sqHe7o/hqdefault.jpg
PLxKLMN7WdG5DSUXyDlo1CgPwI0IcXhxap,PHIM TẾT | Mừng Xuân Canh Tý 2020,,2019-01-11 03:09:44.243145+00:00,UCkna2OcuN1E6u5I8GVtdkOw,Vie Channel ,48,https://i.ytimg.com/img/no_thumbnail.jpg,https://i.ytimg.com/img/no_thumbnail.jpg,https://i.ytimg.com/img/no_thumbnail.jpg
PLxKLMN7WdG5CnuESmOrJdRkKxvoEuOu9v,AllbestcutGNGT,,2019-01-02 12:26:07.395040+00:00,UCkna2OcuN1E6u5I8GVtdkOw,Vie Channel ,476,https://i.ytimg.com/vi/FDC9OOE90D4/default.jpg,https://i.ytimg.com/vi/FDC9OOE90D4/mqdefault.jpg,https://i.ytimg.com/vi/FDC9OOE90D4/hqdefault.jpg
PLxKLMN7WdG5BDoNCdvpiJwXaCdgxopnMa,Giải trí cực đỉnh trên Vie Channel - HTV2,,2018-12-02 06:40:57.089167+00:00,UCkna2OcuN1E6u5I8GVtdkOw,Vie Channel ,14,https://i.ytimg.com/vi/e6k9Vs5FuyM/default.jpg,https://i.ytimg.com/vi/e6k9Vs5FuyM/mqdefault.jpg,https://i.ytimg.com/vi/e6k9Vs5FuyM/hqdefault.jpg
PLxKLMN7WdG5A38V69osu4A6Vyz0W5C9R1,❖ SHOW VIỆT MỚI ❖ NGƯỜI ẤY LÀ AI? ❖ TRỌN BỘ,,2018-11-05 04:57:05.436337+00:00,UCkna2OcuN1E6u5I8GVtdkOw,Vie Channel ,8,https://i.ytimg.com/img/no_thumbnail.jpg,https://i.ytimg.com/img/no_thumbnail.jpg,https://i.ytimg.com/img/no_thumbnail.jpg
PLxKLMN7WdG5DoThlxoal_TM1zBkL3Kj7l,Show Việt NGƯỜI ẤY LÀ AI?,Show truyền hình giải trí truy tìm Ai là Độc Thân - Ai đã Có Chủ - Ai thuộc Giới Tính Thứ 3,2018-10-18 12:08:02.795726+00:00,UCkna2OcuN1E6u5I8GVtdkOw,Vie Channel ,51,https://i.ytimg.com/vi/-qHXDMaHq5U/default.jpg,https://i.ytimg.com/vi/-qHXDMaHq5U/mqdefault.jpg,https://i.ytimg.com/vi/-qHXDMaHq5U/hqdefault.jpg
PLxKLMN7WdG5A2lMzLXydswtbRqaAWUh_S,❖ PHIM THÁI LAN ❖ NHẬT KÝ KẺ TRỘM TÌNH ❖,,2018-09-13 12:22:13.692271+00:00,UCkna2OcuN1E6u5I8GVtdkOw,Vie Channel ,3,https://i.ytimg.com/img/no_thumbnail.jpg,https://i.ytimg.com/img/no_thumbnail.jpg,https://i.ytimg.com/img/no_thumbnail.jpg
PLxKLMN7WdG5Cx1SBypjE1HcNGx61N5zZi,❖ PHIM HÀN QUỐC ❖ LỜI THÌ THẦM CỦA TỘI ÁC,,2018-09-11 07:03:24.081669+00:00,UCkna2OcuN1E6u5I8GVtdkOw,Vie Channel ,1,https://i.ytimg.com/img/no_thumbnail.jpg,https://i.ytimg.com/img/no_thumbnail.jpg,https://i.ytimg.com/img/no_thumbnail.jpg
PLxKLMN7WdG5Cjr3irrUnzpFGmiaSEAQWS,❖ PHIM VIỆT MỚI ❖ [ENG SUB] GẠO NẾP GẠO TẺ ❖,"STICKY RICE & PLAIN RICE.
Watch the best Vietnamese drama in 2018. NOW.",2018-09-04 06:28:05.324909+00:00,UCkna2OcuN1E6u5I8GVtdkOw,Vie Channel ,57,https://i.ytimg.com/img/no_thumbnail.jpg,https://i.ytimg.com/img/no_thumbnail.jpg,https://i.ytimg.com/img/no_thumbnail.jpg
PLxKLMN7WdG5CgIYTH4DpkkNaWybSjAF7R,CITY TOUR | GẠO NẾP GẠO TẺ | PHIM GIA ĐÌNH VIỆT 2018,,2018-07-18 03:34:49.003471+00:00,UCkna2OcuN1E6u5I8GVtdkOw,Vie Channel ,6,https://i.ytimg.com/vi/2PdaY-T0SYc/default.jpg,https://i.ytimg.com/vi/2PdaY-T0SYc/mqdefault.jpg,https://i.ytimg.com/vi/2PdaY-T0SYc/hqdefault.jpg
PLxKLMN7WdG5A3hB6t34hx_WLR7hl8rcHU,❖ PHIM HÀN QUỐC ❖ MẶT TRÁI CÔNG LÝ ❖ TRỌN BỘ FULL,,2018-06-06 03:38:35.673597+00:00,UCkna2OcuN1E6u5I8GVtdkOw,Vie Channel ,0,https://i.ytimg.com/img/no_thumbnail.jpg,https://i.ytimg.com/img/no_thumbnail.jpg,https://i.ytimg.com/img/no_thumbnail.jpg
PLxKLMN7WdG5DtRPUuOu2LuKAZd-hfsexq,Phim Việt GẠO NẾP GẠO TẺ | Tổng hợp những phân đoạn kịch tính nhất,"Bộ phim được yêu thích khắp cả nước:
Cúp vàng Liên hoan phim truyền hình toàn quốc 2018.
Cúp vàng Giải thưởng Mai Vàng 2018.
Cúp vàng Giải thưởng WeChoice 2018.
Phim truyền hình xuất sắc nhất Giải thưởng Hội điện ảnh TP.HCM.",2018-05-16 03:07:51.159043+00:00,UCkna2OcuN1E6u5I8GVtdkOw,Vie Channel ,115,https://i.ytimg.com/vi/1GSGMwiABXw/default.jpg,https://i.ytimg.com/vi/1GSGMwiABXw/mqdefault.jpg,https://i.ytimg.com/vi/1GSGMwiABXw/hqdefault.jpg
PLxKLMN7WdG5BKU50AaOyr-g_zDBi_iqW2,TV show mẹ và bé đều thích NHANH NHƯ CHỚP NHÍ - Mùa 1,Show truyền hình Việt | Thông minh - Ngộ nghĩnh - Đáng yêu dành cho mẹ & bé và mọi gia đình,2018-05-15 03:22:05.620431+00:00,UCkna2OcuN1E6u5I8GVtdkOw,Vie Channel ,223,https://i.ytimg.com/vi/sA3AoUKhY1Q/default.jpg,https://i.ytimg.com/vi/sA3AoUKhY1Q/mqdefault.jpg,https://i.ytimg.com/vi/sA3AoUKhY1Q/hqdefault.jpg
PLxKLMN7WdG5D96BmNu2XUM4SbyjymR6Zl,Phim Việt GẠO NẾP GẠO TẺ | Trọn bộ phim hay,20:00 Thứ 2 - thứ 4 và phát lại lúc 11:45 Thứ 2 - thứ 7 hàng tuần trên kênh HTV2,2018-04-17 07:51:36.513957+00:00,UCkna2OcuN1E6u5I8GVtdkOw,Vie Channel ,495,https://i.ytimg.com/img/no_thumbnail.jpg,https://i.ytimg.com/img/no_thumbnail.jpg,https://i.ytimg.com/img/no_thumbnail.jpg
PLxKLMN7WdG5CXjFdO_7bkX1nsoxAdEsOu,❤️ PHIÊN TÒA TÌNH YÊU BẢN FULL ❤️ TRẤN THÀNH ❤️ VIỆT HƯƠNG,"Trấn Thành đối đầu Việt Hương khi cả hai lần đầu “sắm vai” luật sư, trong khi NSND Hồng Vân sẽ đảm đương vị trí thẩm phán. Tại Phiên tòa tình yêu lần này Lan Ngọc sẽ kiện ST ra tòa vì ST can thiệp vào cuộc sống riêng tư của Lan Ngọc.",2018-04-15 04:20:17.847147+00:00,UCkna2OcuN1E6u5I8GVtdkOw,Vie Channel ,14,https://i.ytimg.com/vi/oX8WlifQ-TQ/default.jpg,https://i.ytimg.com/vi/oX8WlifQ-TQ/mqdefault.jpg,https://i.ytimg.com/vi/oX8WlifQ-TQ/hqdefault.jpg
PLxKLMN7WdG5C8o0Lsk0GxdxW9lQ0B11N_,(FULL) Ai Cũng Bật Cười mùa 1 (2016),Trường Giang - Lâm Vỹ Dạ,2018-04-02 08:14:03.256088+00:00,UCkna2OcuN1E6u5I8GVtdkOw,Vie Channel ,29,https://i.ytimg.com/vi/R80g0lBI7eo/default.jpg,https://i.ytimg.com/vi/R80g0lBI7eo/mqdefault.jpg,https://i.ytimg.com/vi/R80g0lBI7eo/hqdefault.jpg
PLxKLMN7WdG5BtPBms8LcQ3YoxixXD0vj6,❖ AI CŨNG BẬT CƯỜI MÙA 1 - 2016 (FULL),,2018-04-02 08:13:51.771385+00:00,UCkna2OcuN1E6u5I8GVtdkOw,Vie Channel ,2,https://i.ytimg.com/vi/EFXJQDIWdMc/default.jpg,https://i.ytimg.com/vi/EFXJQDIWdMc/mqdefault.jpg,https://i.ytimg.com/vi/EFXJQDIWdMc/hqdefault.jpg
PLxKLMN7WdG5CXz6LBNuxeRajaI2JmXNi3,❖ GIẢI TRÍ ĐỈNH CAO ❖,,2018-04-02 08:03:54.769516+00:00,UCkna2OcuN1E6u5I8GVtdkOw,Vie Channel ,87,https://i.ytimg.com/vi/OxxiSqAn8z4/default.jpg,https://i.ytimg.com/vi/OxxiSqAn8z4/mqdefault.jpg,https://i.ytimg.com/vi/OxxiSqAn8z4/hqdefault.jpg
PLxKLMN7WdG5BRk0eiO5HdJwKSij-79NUj,(FULL) Phiên Tòa Tình Yêu,"Lần đầu tiên sao kiện sao phát sóng trên kênh truyền hình HTV2-Vie Channel
Hồng Vân, Việt Hương, Trấn Thành",2018-04-02 06:46:40.974284+00:00,UCkna2OcuN1E6u5I8GVtdkOw,Vie Channel ,86,https://i.ytimg.com/vi/oX8WlifQ-TQ/default.jpg,https://i.ytimg.com/vi/oX8WlifQ-TQ/mqdefault.jpg,https://i.ytimg.com/vi/oX8WlifQ-TQ/hqdefault.jpg
PLxKLMN7WdG5Cuxb9sKaoCydSM8pusjJY-,(FULL) GALA HÀI XUÂN 2018,,2018-02-15 13:06:18.136946+00:00,UCkna2OcuN1E6u5I8GVtdkOw,Vie Channel ,12,https://i.ytimg.com/vi/mmwE0_RBbcc/default.jpg,https://i.ytimg.com/vi/mmwE0_RBbcc/mqdefault.jpg,https://i.ytimg.com/vi/mmwE0_RBbcc/hqdefault.jpg
PLxKLMN7WdG5BOtJOsSKTjxXWD_LVCYPYd,❖ (TRỌN BỘ) SÓNG 18 | CHƯƠNG TRÌNH ĐÓN GIAO THỪA 2018,Phát sóng 21:30 Đêm giao thừa,2018-02-05 02:56:13.821850+00:00,UCkna2OcuN1E6u5I8GVtdkOw,Vie Channel ,28,https://i.ytimg.com/vi/VDXYN0g38fc/default.jpg,https://i.ytimg.com/vi/VDXYN0g38fc/mqdefault.jpg,https://i.ytimg.com/vi/VDXYN0g38fc/hqdefault.jpg
PLxKLMN7WdG5DOZkfjHXUUDa-PUA4iMTIP,NHỮNG PHÂN CẢNH GẮT NHẤT XUÂN NÀY 2018,,2018-01-11 10:28:32.457584+00:00,UCkna2OcuN1E6u5I8GVtdkOw,Vie Channel ,3,https://i.ytimg.com/vi/roQzXjwMxak/default.jpg,https://i.ytimg.com/vi/roQzXjwMxak/mqdefault.jpg,https://i.ytimg.com/vi/roQzXjwMxak/hqdefault.jpg
PLxKLMN7WdG5AGRB-QzPt0nFtJFQvD2OJe,(FULL) KHÁM PHÁ MALAYSIA CÙNG MARTIN YAN - PHẦN 2,,2017-12-15 04:08:10.147556+00:00,UCkna2OcuN1E6u5I8GVtdkOw,Vie Channel ,13,https://i.ytimg.com/vi/0Y492ZkLYk0/default.jpg,https://i.ytimg.com/vi/0Y492ZkLYk0/mqdefault.jpg,https://i.ytimg.com/vi/0Y492ZkLYk0/hqdefault.jpg
PLxKLMN7WdG5DZAAeReRhI0zQFvscJ_d7J,Tuyệt Đỉnh nhạc KPOP Chọn Lọc,,2017-12-05 08:03:59.198949+00:00,UCkna2OcuN1E6u5I8GVtdkOw,Vie Channel ,6,https://i.ytimg.com/vi/iWFF1b5jGp0/default.jpg,https://i.ytimg.com/vi/iWFF1b5jGp0/mqdefault.jpg,https://i.ytimg.com/vi/iWFF1b5jGp0/hqdefault.jpg
PLxKLMN7WdG5A8Mo2EZJKgLKaR7l4o2GLw,Hay - Mới - Nóng Chỉ Có Trên Vie Channel - HTV2,Đón xem những chương trình Tết đặc biệt - mới lạ - đầy hấp dẫn mỗi ngày trên Vie Channel - HTV2,2017-11-03 09:38:59.663975+00:00,UCkna2OcuN1E6u5I8GVtdkOw,Vie Channel ,4985,https://i.ytimg.com/vi/Lp_h-k9yB-A/default.jpg,https://i.ytimg.com/vi/Lp_h-k9yB-A/mqdefault.jpg,https://i.ytimg.com/vi/Lp_h-k9yB-A/hqdefault.jpg
PLxKLMN7WdG5DeUXnMDtuc9Dawew1h2XmW,❖ HÀI ĐỈNH ❖  Hoài Linh - Việt Hương - Trấn Thành - Trường Giang...,"💚Xem thêm tập những cảnh đặc sắc https://goo.gl/TjhvqJ
💚Xem Đầy đủ các tập phim tại https://goo.gl/iCLizH
💚Xem Show Chủ Nhật HOT View tại https://goo.gl/nxG2S8
💚Xem thêm tập 1 tại https://goo.gl/f4WLPC
💚Xem thêm tập 2 tại https://goo.gl/duP3Hv
💚Xe...",2017-11-03 09:28:11.562732+00:00,UCkna2OcuN1E6u5I8GVtdkOw,Vie Channel ,30,https://i.ytimg.com/vi/xp7UUKp_euY/default.jpg,https://i.ytimg.com/vi/xp7UUKp_euY/mqdefault.jpg,https://i.ytimg.com/vi/xp7UUKp_euY/hqdefault.jpg
PLxKLMN7WdG5CHfeZ1UnctPFPBY4zOsc1R,NGHỆ SĨ - TIẾT LỘ NHỮNG CÂU CHUYỆN CHẤN ĐỘNG | LẦN ĐẦU TÔI KỂ,,2017-10-26 02:55:59.234228+00:00,UCkna2OcuN1E6u5I8GVtdkOw,Vie Channel ,30,https://i.ytimg.com/vi/PZPOhy-WKag/default.jpg,https://i.ytimg.com/vi/PZPOhy-WKag/mqdefault.jpg,https://i.ytimg.com/vi/PZPOhy-WKag/hqdefault.jpg
PLxKLMN7WdG5CaTTAi26wPb_Q-fTPl2yed,HÀI TẾT | Cười Ngay Và Luôn,"Xem thêm các cảnh hài hước tại:
💚Xem thêm CẢNH GÂY CƯỜI  https://goo.gl/AMxeBL
💚Xem thêm các tập https://goo.gl/QZaevf
💚Xem thêm những cảnh hài hước https://goo.gl/TjhvqJ
💚Xem Đầy đủ các tập ACBC phim tại https://goo.gl/iCLizH
💚Xem Show ACBC Chủ Nhật HOT View tại https://goo.gl/nxG2S8",2017-10-19 02:37:47.753773+00:00,UCkna2OcuN1E6u5I8GVtdkOw,Vie Channel ,31,https://i.ytimg.com/vi/ItXCKK8q0wU/default.jpg,https://i.ytimg.com/vi/ItXCKK8q0wU/mqdefault.jpg,https://i.ytimg.com/vi/ItXCKK8q0wU/hqdefault.jpg
PLxKLMN7WdG5CGElLoLz_J8ZxgTi8homTt,Những Cảnh Hài Hước Nhất Ai Cũng Bật Cười,"Xem thêm các cảnh hài hước tại:
💚Xem thêm CẢNH GÂY CƯỜI  https://goo.gl/AMxeBL
💚Xem thêm các tập https://goo.gl/QZaevf
💚Xem thêm những cảnh hài hước https://goo.gl/TjhvqJ
💚Xem Đầy đủ các tập ACBC phim tại https://goo.gl/iCLizH
💚Xem Show ACBC Chủ Nhật HOT View tại https://goo.gl/nxG2S8",2017-10-18 04:20:45.067902+00:00,UCkna2OcuN1E6u5I8GVtdkOw,Vie Channel ,37,https://i.ytimg.com/vi/6dnRE-ZmWcw/default.jpg,https://i.ytimg.com/vi/6dnRE-ZmWcw/mqdefault.jpg,https://i.ytimg.com/vi/6dnRE-ZmWcw/hqdefault.jpg
PLxKLMN7WdG5BeyrnhDuHmQQSKd6gA10tk,❖SHOW 20:00 CHỦ NHẬT: Ai cũng bật cười Mùa 2 - 2017 (Viewcut),"💚Xem thêm tập những cảnh đặc sắc https://goo.gl/TjhvqJ
💚Xem Đầy đủ các tập phim tại https://goo.gl/iCLizH
💚Xem Show Chủ Nhật HOT View tại https://goo.gl/nxG2S8
💚Xem thêm tập 1 tại https://goo.gl/f4WLPC
💚Xem thêm tập 2 tại https://goo.gl/duP3Hv
💚Xem thêm tập 3 tại https://goo.gl/2BYdKq
💚Xem thêm tập 4 tại https://goo.gl/81SVPc
💚Xem thêm tập 7 tại https://goo.gl/BXWgvg

Đăng ký để xem video mới: https://goo.gl/oDR7VP
Xem các chương trình phim - hài khác của HTV2:
►Ai cũng bật cười Full: https://goo.gl/glS4sF
►Tài tiếu tuyệt Full: https://goo.gl/c0Qw7H
►Lần đầu tôi kể: https://goo.gl/UsYrQG

Hoặc xem thêm trên hệ thống HTV2:
►Website: http://htv2channel.vn/
►Fanpage: https://www.fb.com/HTV2channel
►G+: https://goo.gl/izjFOD",2017-10-11 09:44:16.987553+00:00,UCkna2OcuN1E6u5I8GVtdkOw,Vie Channel ,57,https://i.ytimg.com/vi/GW_tYg1elGc/default.jpg,https://i.ytimg.com/vi/GW_tYg1elGc/mqdefault.jpg,https://i.ytimg.com/vi/GW_tYg1elGc/hqdefault.jpg
PLxKLMN7WdG5CG8czk9gq-SDp-3sJPE3qG,HOA HẬU HOÀN VŨ VIỆT NAM 2017,,2017-09-19 03:33:54.492349+00:00,UCkna2OcuN1E6u5I8GVtdkOw,Vie Channel ,1,https://i.ytimg.com/vi/rCJqU4utd1k/default.jpg,https://i.ytimg.com/vi/rCJqU4utd1k/mqdefault.jpg,https://i.ytimg.com/vi/rCJqU4utd1k/hqdefault.jpg
PLxKLMN7WdG5BBJT8oaVUKsogbkFz0dhLs,Celebration,,2017-04-19 02:07:55.604396+00:00,UCkna2OcuN1E6u5I8GVtdkOw,Vie Channel ,8,https://i.ytimg.com/vi/E0uoT9_108Y/default.jpg,https://i.ytimg.com/vi/E0uoT9_108Y/mqdefault.jpg,https://i.ytimg.com/vi/E0uoT9_108Y/hqdefault.jpg
PLxKLMN7WdG5CLjgHCo_U1W-5JqVT5-wnk,NOMAD VIETNAM X COCO ROCHA,,2017-04-14 07:40:20.104684+00:00,UCkna2OcuN1E6u5I8GVtdkOw,Vie Channel ,6,https://i.ytimg.com/vi/Cfm5zsyDw40/default.jpg,https://i.ytimg.com/vi/Cfm5zsyDw40/mqdefault.jpg,https://i.ytimg.com/vi/Cfm5zsyDw40/hqdefault.jpg
PLxKLMN7WdG5AflSAczt8Iw0Fm-DoUx-SA,AI CŨNG BẬT CƯỜI - TẬP 41 FULL,,2017-04-07 06:40:59.553377+00:00,UCkna2OcuN1E6u5I8GVtdkOw,Vie Channel ,4,https://i.ytimg.com/vi/KlNhLsDwwhY/default.jpg,https://i.ytimg.com/vi/KlNhLsDwwhY/mqdefault.jpg,https://i.ytimg.com/vi/KlNhLsDwwhY/hqdefault.jpg
PLxKLMN7WdG5CxQ1f8TrBeo-PU6TVLTmWS,AI CŨNG BẬT CƯỜI - TẬP 41,,2017-04-07 06:40:48.372148+00:00,UCkna2OcuN1E6u5I8GVtdkOw,Vie Channel ,0,https://i.ytimg.com/img/no_thumbnail.jpg,https://i.ytimg.com/img/no_thumbnail.jpg,https://i.ytimg.com/img/no_thumbnail.jpg
PLxKLMN7WdG5Ba3oDTeEybC2sOxgP_jo0W,AI CŨNG BẬT CƯỜI  - TẬP 40 FULL,,2017-03-29 07:42:01.213793+00:00,UCkna2OcuN1E6u5I8GVtdkOw,Vie Channel ,4,https://i.ytimg.com/vi/Nl30xy8FUZQ/default.jpg,https://i.ytimg.com/vi/Nl30xy8FUZQ/mqdefault.jpg,https://i.ytimg.com/vi/Nl30xy8FUZQ/hqdefault.jpg
PLxKLMN7WdG5DoeH1DLVjc4oO0lPN7avqd,AI CŨNG BẬT CƯỜI - TẬP 39,,2017-03-20 08:05:38.148931+00:00,UCkna2OcuN1E6u5I8GVtdkOw,Vie Channel ,1,https://i.ytimg.com/vi/xM41qE9I7to/default.jpg,https://i.ytimg.com/vi/xM41qE9I7to/mqdefault.jpg,https://i.ytimg.com/vi/xM41qE9I7to/hqdefault.jpg
PLxKLMN7WdG5B7bC1egHVLphTvGyqj8GrW,AI CŨNG BẬT CƯỜI - TẬP 38,,2017-03-20 08:05:24.732720+00:00,UCkna2OcuN1E6u5I8GVtdkOw,Vie Channel ,1,https://i.ytimg.com/vi/p9iJdnV4mNE/default.jpg,https://i.ytimg.com/vi/p9iJdnV4mNE/mqdefault.jpg,https://i.ytimg.com/vi/p9iJdnV4mNE/hqdefault.jpg
PLxKLMN7WdG5Cw78EZk7L1PPgBvULOhgB3,AI CŨNG BẬT CƯỜI - TẬP 37,,2017-03-20 08:05:08.352225+00:00,UCkna2OcuN1E6u5I8GVtdkOw,Vie Channel ,1,https://i.ytimg.com/vi/wpmVihgxwlA/default.jpg,https://i.ytimg.com/vi/wpmVihgxwlA/mqdefault.jpg,https://i.ytimg.com/vi/wpmVihgxwlA/hqdefault.jpg
PLxKLMN7WdG5DJRMK9CgIjemcdauIi7hOC,Viewcut phim/show,,2017-03-09 07:57:42.914721+00:00,UCkna2OcuN1E6u5I8GVtdkOw,Vie Channel ,228,https://i.ytimg.com/vi/2OhLiSZs5zo/default.jpg,https://i.ytimg.com/vi/2OhLiSZs5zo/mqdefault.jpg,https://i.ytimg.com/vi/2OhLiSZs5zo/hqdefault.jpg
PLxKLMN7WdG5AlNEbVFrFfE5DEo8mpK10d,(FULL) CHUYỆN KHÓ ĐỠ (HELLO COUNSELOR),,2017-02-21 02:02:19.523471+00:00,UCkna2OcuN1E6u5I8GVtdkOw,Vie Channel ,0,https://i.ytimg.com/img/no_thumbnail.jpg,https://i.ytimg.com/img/no_thumbnail.jpg,https://i.ytimg.com/img/no_thumbnail.jpg
PLxKLMN7WdG5BxTOClBehJ1BNUVUIsFvW6,❖ HAY - MỚI - NÓNG HÀNG NGÀY,Subscribe kênh ngay để xem phim hấp dẫn: http://bit.ly/HTV2Channel,2017-02-07 08:16:20.558308+00:00,UCkna2OcuN1E6u5I8GVtdkOw,Vie Channel ,139,https://i.ytimg.com/vi/DHJWn_W0FEA/default.jpg,https://i.ytimg.com/vi/DHJWn_W0FEA/mqdefault.jpg,https://i.ytimg.com/vi/DHJWn_W0FEA/hqdefault.jpg
PLxKLMN7WdG5D5QVzeny0U21Tets7FdvTm,(FULL) GALA HÀI XUÂN 2017,,2017-01-20 03:41:55.246571+00:00,UCkna2OcuN1E6u5I8GVtdkOw,Vie Channel ,12,https://i.ytimg.com/vi/KYLz4LDBEe0/default.jpg,https://i.ytimg.com/vi/KYLz4LDBEe0/mqdefault.jpg,https://i.ytimg.com/vi/KYLz4LDBEe0/hqdefault.jpg
PLxKLMN7WdG5ByqLtOvS4KrPJfsluOJXrm,A GIVING BIRTHDAY,,2017-01-13 06:02:39.588730+00:00,UCkna2OcuN1E6u5I8GVtdkOw,Vie Channel ,8,https://i.ytimg.com/vi/klATvrOjHrw/default.jpg,https://i.ytimg.com/vi/klATvrOjHrw/mqdefault.jpg,https://i.ytimg.com/vi/klATvrOjHrw/hqdefault.jpg
PLxKLMN7WdG5CNcvbK357bAKNp4wmkYn1c,AI CŨNG BẬT CƯỜI - TẬP 36 FULL,,2017-01-13 04:26:52.821740+00:00,UCkna2OcuN1E6u5I8GVtdkOw,Vie Channel ,5,https://i.ytimg.com/vi/zpkN05-WUiE/default.jpg,https://i.ytimg.com/vi/zpkN05-WUiE/mqdefault.jpg,https://i.ytimg.com/vi/zpkN05-WUiE/hqdefault.jpg
PLxKLMN7WdG5ARs_D3Of4kn9Byf6G8p5FP,AI CŨNG BẬT CƯỜI - TẬP 35 FULL,,2017-01-09 02:05:39.497873+00:00,UCkna2OcuN1E6u5I8GVtdkOw,Vie Channel ,5,https://i.ytimg.com/vi/xp7UUKp_euY/default.jpg,https://i.ytimg.com/vi/xp7UUKp_euY/mqdefault.jpg,https://i.ytimg.com/vi/xp7UUKp_euY/hqdefault.jpg
